ts_code,day_group,group_value,year_element,n_cell,marginal_mean,marginal_mean_all,marginal_effect_vs_all,hac_maxlags,formula
000001.SH,branch,午,木,78,-0.0010064921555719194,0.0001341575148580013,-0.0011406496704299207,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,午,火,42,-0.000602709777165076,0.0001341575148580013,-0.0007368672920230773,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,午,土,44,-0.0045282492561908765,0.0001341575148580013,-0.0046624067710488775,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,午,金,79,0.00028499321239484427,0.0001341575148580013,0.00015083569753684297,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,午,水,83,-0.0006060563571006447,0.0001341575148580013,-0.000740213871958646,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,未,木,81,0.002319352626712384,0.0001341575148580013,0.0021851951118543825,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,未,火,41,0.0017567717197056912,0.0001341575148580013,0.00162261420484769,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,未,土,42,-0.0009726473540272866,0.0001341575148580013,-0.001106804868885288,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,未,金,78,-0.000487063375564329,0.0001341575148580013,-0.0006212208904223303,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,未,水,81,-0.0007371058667055872,0.0001341575148580013,-0.0008712633815635885,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,申,木,82,-0.00039857425139392175,0.0001341575148580013,-0.0005327317662519231,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,申,火,38,0.0014319852575930638,0.0001341575148580013,0.0012978277427350626,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,申,土,41,0.000678272500054699,0.0001341575148580013,0.0005441149851966977,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,申,金,78,-0.0012100962428369729,0.0001341575148580013,-0.0013442537576949742,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,申,水,78,-0.0016251745665883674,0.0001341575148580013,-0.0017593320814463687,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,酉,木,83,0.002045833590895221,0.0001341575148580013,0.0019116760760372199,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,酉,火,42,-0.000665018725817718,0.0001341575148580013,-0.0007991762406757192,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,酉,土,40,0.0008444920550813098,0.0001341575148580013,0.0007103345402233085,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,酉,金,81,0.0011549631455401318,0.0001341575148580013,0.0010208056306821305,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,酉,水,79,-0.0003851209938070484,0.0001341575148580013,-0.0005192785086650497,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,戌,木,78,0.002809000606033083,0.0001341575148580013,0.0026748430911750815,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,戌,火,41,0.0006705459736506387,0.0001341575148580013,0.0005363884587926374,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,戌,土,40,-0.0004567479846693057,0.0001341575148580013,-0.000590905499527307,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,戌,金,83,0.0023653661543106314,0.0001341575148580013,0.00223120863945263,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,戌,水,84,0.00012390240143452113,0.0001341575148580013,-1.0255113423480165e-05,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,亥,木,80,0.004481379334199465,0.0001341575148580013,0.004347221819341464,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,亥,火,42,0.00224989701762379,0.0001341575148580013,0.0021157395027657884,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,亥,土,42,0.0014298773738055436,0.0001341575148580013,0.0012957198589475423,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,亥,金,78,-0.003410288186991351,0.0001341575148580013,-0.0035444457018493523,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
000001.SH,branch,亥,水,82,0.0001900090482471165,0.0001341575148580013,5.58515333891152e-05,5,ret_1d ~ C(branch) * C(year_element) + C(weekday) + C(month)
